nachname;vorname;partei;website;feed;fullname;wikidataq;wikidataurl;wikidataname;distance;wikidatawebsite;distance
Wagenknecht;Sahra;DIE LINKE;http://www.sahra-wagenknecht.de;1;Sahra Wagenknecht;Q77193;https://www.wikidata.org/wiki/Q77193;Sahra Wagenknecht;0;http://www.sahra-wagenknecht.de/;0
Wagner;Doris;GRÜNE;http://www.doris-wagner-bundestag.de;1;Doris Wagner;Q15805256;https://www.wikidata.org/wiki/Q15805256;Doris Wagner;0;http://www.doris-wagner-bundestag.de;0
Walter-Rosenheimer;Beate;GRÜNE;http://www.beate-walter-rosenheimer.de;1;Beate Walter-Rosenheimer;Q813207;https://www.wikidata.org/wiki/Q813207;Beate Walter-Rosenheimer;0;http://www.beate-walter-rosenheimer.de/;0
Wanderwitz;Marco;CDU;http://www.wanderwitz.de;1;Marco Wanderwitz;Q107021;https://www.wikidata.org/wiki/Q107021;Marco Wanderwitz;0;http://www.wanderwitz.de/;0
Warken;Nina;CDU;http://nina-warken.de;;Nina Warken;Q15644599;https://www.wikidata.org/wiki/Q15644599;Nina Warken;0;http://nina-warken.de/;0
Wawzyniak;Halina;DIE LINKE;http://www.wawzyniak.de;1;Halina Wawzyniak;Q1571185;https://www.wikidata.org/wiki/Q1571185;Halina Wawzyniak;0;http://www.wawzyniak.de/;0
Weber;Gabi;SPD;http://www.gabi-weber-spd.de;1;Gabi Weber;Q15433061;https://www.wikidata.org/wiki/Q15433061;Gabi Weber;0;http://www.gabi-weber-spd.de/;0
Wegner;Kai;CDU;http://www.kai-wegner.de;1;Kai Wegner;Q1721361;https://www.wikidata.org/wiki/Q1721361;Kai Wegner;0;http://www.kai-wegner.de/;0
Weiler;Albert;CDU;http://www.albert-weiler.de;1;Albert Weiler;Q15027368;https://www.wikidata.org/wiki/Q15027368;Albert Weiler;0;http://www.albert-weiler.de;0
Weinberg;Harald;DIE LINKE;http://www.harald-weinberg.de;;Harald Weinberg;Q1584809;https://www.wikidata.org/wiki/Q1584809;Harald Weinberg;0;http://www.harald-weinberg.de/;0
Weinberg;Marcus;CDU;http://www.marcusweinberg.de;;Marcus Weinberg;Q1710453;https://www.wikidata.org/wiki/Q1710453;Marcus Weinberg;0;http://www.marcusweinberg.de/;0
Weisgerber;Anja;CSU;http://www.anja-weisgerber.de;;Anja Weisgerber;Q85773;https://www.wikidata.org/wiki/Q85773;Anja Weisgerber;0;http://www.anja-weisgerber.de/;0
Weiss;Sabine;CDU;http://www.sabine-weiss.de;1;Sabine Weiss;Q2209971;https://www.wikidata.org/wiki/Q2209971;Sabine Weiss;0;http://www.sabine-weiss.de/;0
Weiß;Peter;CDU;http://peter-weiss.de;1;Peter Weiß;Q2078951;https://www.wikidata.org/wiki/Q2078951;Peter Weiß;0;http://peter-weiss.de;0
Wellenreuther;Ingo;CDU;http://www.ingo-wellenreuther.de;1;Ingo Wellenreuther;Q98788;https://www.wikidata.org/wiki/Q98788;Ingo Wellenreuther;0;http://www.ingo-wellenreuther.de/;0
Wellmann;Karl-Georg;CDU;http://www.wellmann-berlin.de;1;Karl-Georg Wellmann;Q1729775;https://www.wikidata.org/wiki/Q1729775;Karl-Georg Wellmann;0;http://www.wellmann-berlin.de/;0
Wendt;Marian;CDU;http://www.marian-wendt.de;1;Marian Wendt;Q14946186;https://www.wikidata.org/wiki/Q14946186;Marian Wendt;0;http://www.marian-wendt.de/;0
Werner;Katrin;DIE LINKE;http://www.katrinwerner.de;;Katrin Werner;Q1736766;https://www.wikidata.org/wiki/Q1736766;Katrin Werner;0;http://www.katrinwerner.de/;0
Westermayer;Waldemar;CDU;http://www.waldemar-westermayer.de;1;Waldemar Westermayer;Q15853409;https://www.wikidata.org/wiki/Q15853409;Waldemar Westermayer;0;http://www.waldemar-westermayer.de;0
Westphal;Bernd;SPD;http://bernd-westphal.de;1;Bernd Westphal;Q15114148;https://www.wikidata.org/wiki/Q15114148;Bernd Westphal;0;http://bernd-westphal.de;0
Whittaker;Kai;CDU;http://www.whittaker.de;1;Kai Whittaker;Q15813781;https://www.wikidata.org/wiki/Q15813781;Kai Whittaker;0;http://www.whittaker.de/;0
Wichtel;Peter;CDU;http://www.peterwichtel.de;1;Peter Wichtel;Q1744798;https://www.wikidata.org/wiki/Q1744798;Peter Wichtel;0;http://www.peterwichtel.de/;0
Wicklein;Andrea;SPD;http://www.andrea-wicklein.de;;Andrea Wicklein;Q495245;https://www.wikidata.org/wiki/Q495245;Andrea Wicklein;0;http://www.andrea-wicklein.de/;0
Widmann-Mauz;Annette;CDU;http://www.widmann-mauz.de;1;Annette Widmann-Mauz;Q566722;https://www.wikidata.org/wiki/Q566722;Annette Widmann-Mauz;0;http://www.widmann-mauz.de/;0
Wiese;Dirk;SPD;http://dirkwiese.de;1;Dirk Wiese;Q14943007;https://www.wikidata.org/wiki/Q14943007;Dirk Wiese;0;http://dirkwiese.de;0
Wiese;Heinz;CDU;http://www.heinz-wiese.de;;Heinz Wiese;Q1601155;https://www.wikidata.org/wiki/Q1601155;Heinz Wiese;0;http://www.heinz-wiese.de;0
Willsch;Klaus-Peter;CDU;http://www.klaus-peter-willsch.de;1;Klaus-Peter Willsch;Q101504;https://www.wikidata.org/wiki/Q101504;Klaus-Peter Willsch;0;http://www.klaus-peter-willsch.de/;0
Wilms;Valerie;GRÜNE;https://valerie-wilms.de;1;Valerie Wilms;Q2508861;https://www.wikidata.org/wiki/Q2508861;Valerie Wilms;0;https://valerie-wilms.de;0
Winkelmeier-Becker;Elisabeth;CDU;http://www.elisabeth-winkelmeier-becker.de;1;Elisabeth Winkelmeier-Becker;Q1279621;https://www.wikidata.org/wiki/Q1279621;Elisabeth Winkelmeier-Becker;0;http://www.elisabeth-winkelmeier-becker.de/;0
Wittke;Oliver;CDU;http://www.oliver-wittke.com;;Oliver Wittke;Q109375;https://www.wikidata.org/wiki/Q109375;Oliver Wittke;0;http://www.oliver-wittke.com;0
Wöhrl;Dagmar;CSU;http://www.dagmar-woehrl.de;1;Dagmar Wöhrl;Q85662;https://www.wikidata.org/wiki/Q85662;Dagmar Wöhrl;0;http://www.dagmar-woehrl.de/;0
Wolff;Waltraud;SPD;http://www.waltraud-wolff.de;1;Waltraud Wolff;Q2547650;https://www.wikidata.org/wiki/Q2547650;Waltraud Wolff;0;http://www.waltraud-wolff.de/;0
Wöllert;Birgit;DIE LINKE;http://www.birgitwoellert.de;;Birgit Wöllert;Q865376;https://www.wikidata.org/wiki/Q865376;Birgit Wöllert;0;http://www.birgitwoellert.de/;0
Woltmann;Barbara;CDU;http://www.barbara-woltmann.de;;Barbara Woltmann;Q15785525;https://www.wikidata.org/wiki/Q15785525;Barbara Woltmann;0;http://www.barbara-woltmann.de/;0
Wunderlich;Jörn;DIE LINKE;http://joernwunderlich.de;1;Jörn Wunderlich;Q113851;https://www.wikidata.org/wiki/Q113851;Jörn Wunderlich;0;http://joernwunderlich.de;0
Yüksel;Gülistan;SPD;http://www.guelistan-yueksel.de;1;Gülistan Yüksel;Q1560111;https://www.wikidata.org/wiki/Q1560111;Gülistan Yüksel;0;http://www.guelistan-yueksel.de/;0
Zdebel;Hubertus;DIE LINKE;http://www.hubertus-zdebel.de;1;Hubertus Zdebel;Q15434412;https://www.wikidata.org/wiki/Q15434412;Hubertus Zdebel;0;http://www.hubertus-zdebel.de/;0
Zech;Tobias;CSU;http://www.tobias-zech.de;;Tobias Zech;Q14943431;https://www.wikidata.org/wiki/Q14943431;Tobias Zech;0;http://www.tobias-zech.de/;0
Zertik;Heinrich;CDU;http://www.zertik.de;1;Heinrich Zertik;Q15813802;https://www.wikidata.org/wiki/Q15813802;Heinrich Zertik;0;http://www.zertik.de/;0
Zeulner;Emmi;CSU;http://emmi-zeulner.de;1;Emmi Zeulner;Q6578572;https://www.wikidata.org/wiki/Q6578572;Emmi Zeulner;0;http://emmi-zeulner.de/;0
Ziegler;Dagmar;SPD;http://www.dagmar-ziegler.de;1;Dagmar Ziegler;Q1157334;https://www.wikidata.org/wiki/Q1157334;Dagmar Ziegler;0;http://www.dagmar-ziegler.de/;0
Zierke;Stefan;SPD;http://www.stefan-zierke.de;;Stefan Zierke;Q14947102;https://www.wikidata.org/wiki/Q14947102;Stefan Zierke;0;http://www.stefan-zierke.de/;0
Zimmer;Matthias;CDU;http://www.matthias-zimmer.de;1;Matthias Zimmer;Q1565606;https://www.wikidata.org/wiki/Q1565606;Matthias Zimmer;0;http://www.matthias-zimmer.de/;0
Zimmermann;Pia;DIE LINKE;http://pia-zimmermann.de;1;Pia Zimmermann;Q1356102;https://www.wikidata.org/wiki/Q1356102;Pia-Beate Zimmermann;6;http://pia-zimmermann.de;0
Zimmermann;Sabine;DIE LINKE;http://www.sabine-zimmermann.info;;Sabine Zimmermann;Q1775158;https://www.wikidata.org/wiki/Q1775158;Sabine Zimmermann;0;http://www.sabine-zimmermann.info/;0
Zimmermann;Jens;SPD;https://www.jens-zimmermann.org;1;Jens Zimmermann;Q15813170;https://www.wikidata.org/wiki/Q15813170;Jens Zimmermann;0;https://www.jens-zimmermann.org;0
Zöllmer;Manfred;SPD;http://manfred-zoellmer.de;1;Manfred Zöllmer;Q1889468;https://www.wikidata.org/wiki/Q1889468;Manfred Zöllmer;0;http://manfred-zoellmer.de;0
Zollner;Gudrun;CSU;http://www.gudrun-zollner.de;1;Gudrun Zollner;Q15622710;https://www.wikidata.org/wiki/Q15622710;Gudrun Zollner;0;http://www.gudrun-zollner.de;0
Zypries;Brigitte;SPD;http://www.brigitte-zypries.de;1;Brigitte Zypries;Q60872;https://www.wikidata.org/wiki/Q60872;Brigitte Zypries;0;http://www.brigitte-zypries.de/;0
